session	trialNum	condition	blockNum	target	side	trialOnset
sessid008	64	control	PreTest	tangram_AF	4tPy	1201.3710000514984
sessid008	64	control	PreTest	tangram_AF	aKNy	1201.3420000076294
sessid008	65	control	PreTest	tangram_X	4tPy	1232.8760001659393
sessid008	65	control	PreTest	tangram_X	aKNy	1232.8420000076294
sessid008	66	control	PreTest	tangram_B	4tPy	1271.8700001239777
sessid008	66	control	PreTest	tangram_B	aKNy	1271.8420000076294
sessid008	67	repeated	PreTest	tangram_AC	4tPy	1450.3710000514984
sessid008	67	repeated	PreTest	tangram_AC	aKNy	1450.3420000076294
sessid008	68	control	PreTest	tangram_AH	4tPy	1468.3700001239777
sessid008	68	control	PreTest	tangram_AH	aKNy	1468.3420000076294
sessid008	69	control	PreTest	tangram_V	4tPy	1489.3700001239777
sessid008	69	control	PreTest	tangram_V	aKNy	1489.3420000076294
sessid008	70	repeated	PreTest	tangram_AA	4tPy	1516.3730001449585
sessid008	70	repeated	PreTest	tangram_AA	aKNy	1516.3429999351501
sessid008	71	control	PreTest	tangram_L	4tPy	1543.3760001659393
sessid008	71	control	PreTest	tangram_L	aKNy	1543.3420000076294
sessid008	72	repeated	Repeated_run-01	tangram_F	4tPy	0.0280001163482666
sessid008	72	repeated	Repeated_run-01	tangram_F	aKNy	0
sessid008	73	repeated	Repeated_run-01	tangram_I	4tPy	98.33899998664856
sessid008	73	repeated	Repeated_run-01	tangram_I	aKNy	98.30100011825562
sessid008	74	repeated	Repeated_run-01	tangram_U	4tPy	140.33599996566772
sessid008	74	repeated	Repeated_run-01	tangram_U	aKNy	140.30200004577637
sessid008	75	repeated	Repeated_run-01	tangram_K	4tPy	462.835000038147
sessid008	75	repeated	Repeated_run-01	tangram_K	aKNy	462.8010001182556
sessid008	76	repeated	Repeated_run-01	tangram_S	4tPy	506.335000038147
sessid008	76	repeated	Repeated_run-01	tangram_S	aKNy	506.2999999523163
sessid008	77	repeated	Repeated_run-01	tangram_J	4tPy	524.335000038147
sessid008	77	repeated	Repeated_run-01	tangram_J	aKNy	524.2999999523163
sessid008	78	repeated	Repeated_run-01	tangram_E	4tPy	585.837000131607
sessid008	78	repeated	Repeated_run-01	tangram_E	aKNy	585.7999999523163
sessid008	79	repeated	Repeated_run-01	tangram_Q	4tPy	605.3380000591278
sessid008	79	repeated	Repeated_run-01	tangram_Q	aKNy	605.2999999523163
sessid008	80	repeated	Repeated_run-01	tangram_AE	4tPy	626.3340001106262
sessid008	80	repeated	Repeated_run-01	tangram_AE	aKNy	626.2999999523163
sessid008	81	repeated	Repeated_run-01	tangram_Y	4tPy	683.335000038147
sessid008	81	repeated	Repeated_run-01	tangram_Y	aKNy	683.3010001182556
sessid008	82	repeated	Repeated_run-01	tangram_O	4tPy	716.335000038147
sessid008	82	repeated	Repeated_run-01	tangram_O	aKNy	716.3010001182556
sessid008	83	repeated	Repeated_run-01	tangram_AJ	4tPy	740.335000038147
sessid008	83	repeated	Repeated_run-01	tangram_AJ	aKNy	740.3010001182556
sessid008	84	repeated	Repeated_run-01	tangram_AA	4tPy	770.335000038147
sessid008	84	repeated	Repeated_run-01	tangram_AA	aKNy	770.3010001182556
sessid008	85	repeated	Repeated_run-01	tangram_AC	4tPy	798.8389999866486
sessid008	85	repeated	Repeated_run-01	tangram_AC	aKNy	798.8010001182556
sessid008	86	repeated	Repeated_run-01	tangram_D	4tPy	818.335000038147
sessid008	86	repeated	Repeated_run-01	tangram_D	aKNy	818.2999999523163
sessid008	87	repeated	Repeated_run-01	tangram_N	4tPy	843.835000038147
sessid008	87	repeated	Repeated_run-01	tangram_N	aKNy	843.7999999523163
sessid008	88	repeated	Repeated_run-01	tangram_P	4tPy	861.8410000801086
sessid008	88	repeated	Repeated_run-01	tangram_P	aKNy	861.7999999523163
sessid008	89	repeated	Repeated_run-01	tangram_H	4tPy	908.3340001106262
sessid008	89	repeated	Repeated_run-01	tangram_H	aKNy	908.2999999523163
sessid008	90	repeated	Repeated_run-02	tangram_D	4tPy	0.03500008583068848
sessid008	90	repeated	Repeated_run-02	tangram_D	aKNy	0
sessid008	91	repeated	Repeated_run-02	tangram_AJ	4tPy	77.67799997329712
sessid008	91	repeated	Repeated_run-02	tangram_AJ	aKNy	77.6710000038147
sessid008	92	repeated	Repeated_run-02	tangram_F	4tPy	100.17799997329712
sessid008	92	repeated	Repeated_run-02	tangram_F	aKNy	100.1710000038147
sessid008	93	repeated	Repeated_run-02	tangram_Q	4tPy	122.67900013923645
sessid008	93	repeated	Repeated_run-02	tangram_Q	aKNy	122.6710000038147
sessid008	94	repeated	Repeated_run-02	tangram_K	4tPy	145.17799997329712
sessid008	94	repeated	Repeated_run-02	tangram_K	aKNy	145.17000007629395
sessid008	95	repeated	Repeated_run-02	tangram_H	4tPy	200.67799997329712
sessid008	95	repeated	Repeated_run-02	tangram_H	aKNy	200.67000007629395
sessid008	96	repeated	Repeated_run-02	tangram_Y	4tPy	218.67900013923645
sessid008	96	repeated	Repeated_run-02	tangram_Y	aKNy	218.67000007629395
sessid008	97	repeated	Repeated_run-02	tangram_AE	4tPy	239.67799997329712
sessid008	97	repeated	Repeated_run-02	tangram_AE	aKNy	239.67000007629395
sessid008	98	repeated	Repeated_run-02	tangram_P	4tPy	257.6779999732971
sessid008	98	repeated	Repeated_run-02	tangram_P	aKNy	257.67000007629395
sessid008	99	repeated	Repeated_run-02	tangram_E	4tPy	277.17900013923645
sessid008	99	repeated	Repeated_run-02	tangram_E	aKNy	277.17000007629395
sessid008	100	repeated	Repeated_run-02	tangram_S	4tPy	295.17900013923645
sessid008	100	repeated	Repeated_run-02	tangram_S	aKNy	295.17000007629395
sessid008	101	repeated	Repeated_run-02	tangram_AC	4tPy	314.6800000667572
sessid008	101	repeated	Repeated_run-02	tangram_AC	aKNy	314.67000007629395
sessid008	102	repeated	Repeated_run-02	tangram_U	4tPy	331.1779999732971
sessid008	102	repeated	Repeated_run-02	tangram_U	aKNy	331.17000007629395
sessid008	103	repeated	Repeated_run-02	tangram_O	4tPy	353.6779999732971
sessid008	103	repeated	Repeated_run-02	tangram_O	aKNy	353.67000007629395
sessid008	104	repeated	Repeated_run-02	tangram_I	4tPy	365.67900013923645
sessid008	104	repeated	Repeated_run-02	tangram_I	aKNy	365.67000007629395
sessid008	105	repeated	Repeated_run-02	tangram_J	4tPy	388.17900013923645
sessid008	105	repeated	Repeated_run-02	tangram_J	aKNy	388.1710000038147
sessid008	106	repeated	Repeated_run-02	tangram_N	4tPy	427.1800000667572
sessid008	106	repeated	Repeated_run-02	tangram_N	aKNy	419.67000007629395
sessid008	107	repeated	Repeated_run-02	tangram_AA	4tPy	440.67900013923645
sessid008	107	repeated	Repeated_run-02	tangram_AA	aKNy	440.67000007629395
sessid008	108	repeated	Repeated_run-03	tangram_S	4tPy	0.00800013542175293
sessid008	108	repeated	Repeated_run-03	tangram_S	aKNy	0
sessid008	109	repeated	Repeated_run-03	tangram_U	4tPy	88.52400016784668
sessid008	109	repeated	Repeated_run-03	tangram_U	aKNy	88.54299998283386
sessid008	110	repeated	Repeated_run-03	tangram_Q	4tPy	105.02500009536743
sessid008	110	repeated	Repeated_run-03	tangram_Q	aKNy	105.04299998283386
sessid008	111	repeated	Repeated_run-03	tangram_P	4tPy	120.02500009536743
sessid008	111	repeated	Repeated_run-03	tangram_P	aKNy	120.04299998283386
sessid008	112	repeated	Repeated_run-03	tangram_N	4tPy	138.02400016784668
sessid008	112	repeated	Repeated_run-03	tangram_N	aKNy	138.04299998283386
sessid008	113	repeated	Repeated_run-03	tangram_I	4tPy	159.02500009536743
sessid008	113	repeated	Repeated_run-03	tangram_I	aKNy	159.04299998283386
sessid008	114	repeated	Repeated_run-03	tangram_O	4tPy	177.02500009536743
sessid008	114	repeated	Repeated_run-03	tangram_O	aKNy	177.0440001487732
sessid008	115	repeated	Repeated_run-03	tangram_AC	4tPy	193.52400016784668
sessid008	115	repeated	Repeated_run-03	tangram_AC	aKNy	193.54299998283386
sessid008	116	repeated	Repeated_run-03	tangram_D	4tPy	208.52400016784668
sessid008	116	repeated	Repeated_run-03	tangram_D	aKNy	208.54299998283386
sessid008	117	repeated	Repeated_run-03	tangram_K	4tPy	223.52500009536743
sessid008	117	repeated	Repeated_run-03	tangram_K	aKNy	223.54299998283386
sessid008	118	repeated	Repeated_run-03	tangram_AA	4tPy	246.02400016784668
sessid008	118	repeated	Repeated_run-03	tangram_AA	aKNy	246.0440001487732
sessid008	119	repeated	Repeated_run-03	tangram_Y	4tPy	264.0240001678467
sessid008	119	repeated	Repeated_run-03	tangram_Y	aKNy	264.0440001487732
sessid008	120	repeated	Repeated_run-03	tangram_H	4tPy	285.02500009536743
sessid008	120	repeated	Repeated_run-03	tangram_H	aKNy	285.0440001487732
sessid008	121	repeated	Repeated_run-03	tangram_AJ	4tPy	301.52500009536743
sessid008	121	repeated	Repeated_run-03	tangram_AJ	aKNy	301.5440001487732
sessid008	122	repeated	Repeated_run-03	tangram_E	4tPy	318.02500009536743
sessid008	122	repeated	Repeated_run-03	tangram_E	aKNy	318.0440001487732
sessid008	123	repeated	Repeated_run-03	tangram_AE	4tPy	337.5240001678467
sessid008	123	repeated	Repeated_run-03	tangram_AE	aKNy	337.5440001487732
sessid008	124	repeated	Repeated_run-03	tangram_F	4tPy	357.02500009536743
sessid008	124	repeated	Repeated_run-03	tangram_F	aKNy	357.04299998283386
sessid008	125	repeated	Repeated_run-03	tangram_J	4tPy	378.02500009536743
sessid008	125	repeated	Repeated_run-03	tangram_J	aKNy	378.04299998283386
sessid008	126	repeated	Repeated_run-04	tangram_U	4tPy	-0.018999814987182617
sessid008	126	repeated	Repeated_run-04	tangram_U	aKNy	0
sessid008	127	repeated	Repeated_run-04	tangram_K	4tPy	64.4760000705719
sessid008	127	repeated	Repeated_run-04	tangram_K	aKNy	65.9150002002716
sessid008	128	repeated	Repeated_run-04	tangram_N	4tPy	89.97699999809265
sessid008	128	repeated	Repeated_run-04	tangram_N	aKNy	89.9150002002716
sessid008	129	repeated	Repeated_run-04	tangram_F	4tPy	104.97699999809265
sessid008	129	repeated	Repeated_run-04	tangram_F	aKNy	104.91600012779236
sessid008	130	repeated	Repeated_run-04	tangram_P	4tPy	128.97800016403198
sessid008	130	repeated	Repeated_run-04	tangram_P	aKNy	128.9150002002716
sessid008	131	repeated	Repeated_run-04	tangram_O	4tPy	148.47699999809265
sessid008	131	repeated	Repeated_run-04	tangram_O	aKNy	149.91600012779236
sessid008	132	repeated	Repeated_run-04	tangram_Y	4tPy	161.97800016403198
sessid008	132	repeated	Repeated_run-04	tangram_Y	aKNy	161.9150002002716
sessid008	133	repeated	Repeated_run-04	tangram_AC	4tPy	181.47800016403198
sessid008	133	repeated	Repeated_run-04	tangram_AC	aKNy	181.41600012779236
sessid008	134	repeated	Repeated_run-04	tangram_E	4tPy	196.4760000705719
sessid008	134	repeated	Repeated_run-04	tangram_E	aKNy	197.9150002002716
sessid008	135	repeated	Repeated_run-04	tangram_AJ	4tPy	214.47699999809265
sessid008	135	repeated	Repeated_run-04	tangram_AJ	aKNy	214.41600012779236
sessid008	136	repeated	Repeated_run-04	tangram_I	4tPy	235.47800016403198
sessid008	136	repeated	Repeated_run-04	tangram_I	aKNy	236.91600012779236
sessid008	137	repeated	Repeated_run-04	tangram_AE	4tPy	253.47699999809265
sessid008	137	repeated	Repeated_run-04	tangram_AE	aKNy	253.41600012779236
sessid008	138	repeated	Repeated_run-04	tangram_AA	4tPy	271.47699999809265
sessid008	138	repeated	Repeated_run-04	tangram_AA	aKNy	271.4150002002716
sessid008	139	repeated	Repeated_run-04	tangram_S	4tPy	286.47900009155273
sessid008	139	repeated	Repeated_run-04	tangram_S	aKNy	287.9150002002716
sessid008	140	repeated	Repeated_run-04	tangram_D	4tPy	305.978000164032
sessid008	140	repeated	Repeated_run-04	tangram_D	aKNy	305.9150002002716
sessid008	141	repeated	Repeated_run-04	tangram_H	4tPy	322.478000164032
sessid008	141	repeated	Repeated_run-04	tangram_H	aKNy	323.9150002002716
sessid008	142	repeated	Repeated_run-04	tangram_Q	4tPy	344.978000164032
sessid008	142	repeated	Repeated_run-04	tangram_Q	aKNy	344.9150002002716
sessid008	143	repeated	Repeated_run-04	tangram_J	4tPy	365.97900009155273
sessid008	143	repeated	Repeated_run-04	tangram_J	aKNy	365.9150002002716
sessid008	144	repeated	Repeated_run-05	tangram_AE	4tPy	0.06299996376037598
sessid008	144	repeated	Repeated_run-05	tangram_AE	aKNy	0
sessid008	145	repeated	Repeated_run-05	tangram_U	4tPy	68.21599984169006
sessid008	145	repeated	Repeated_run-05	tangram_U	aKNy	68.19899988174438
sessid008	146	repeated	Repeated_run-05	tangram_J	4tPy	84.71499991416931
sessid008	146	repeated	Repeated_run-05	tangram_J	aKNy	84.69999980926514
sessid008	147	repeated	Repeated_run-05	tangram_D	4tPy	104.21599984169006
sessid008	147	repeated	Repeated_run-05	tangram_D	aKNy	104.19899988174438
sessid008	148	repeated	Repeated_run-05	tangram_S	4tPy	120.71599984169006
sessid008	148	repeated	Repeated_run-05	tangram_S	aKNy	120.69999980926514
sessid008	149	repeated	Repeated_run-05	tangram_Y	4tPy	134.21599984169006
sessid008	149	repeated	Repeated_run-05	tangram_Y	aKNy	134.19999980926514
sessid008	150	repeated	Repeated_run-05	tangram_K	4tPy	152.21599984169006
sessid008	150	repeated	Repeated_run-05	tangram_K	aKNy	152.19999980926514
sessid008	151	repeated	Repeated_run-05	tangram_H	4tPy	173.2170000076294
sessid008	151	repeated	Repeated_run-05	tangram_H	aKNy	173.19999980926514
sessid008	152	repeated	Repeated_run-05	tangram_AJ	4tPy	188.21599984169006
sessid008	152	repeated	Repeated_run-05	tangram_AJ	aKNy	188.19999980926514
sessid008	153	repeated	Repeated_run-05	tangram_O	4tPy	206.21599984169006
sessid008	153	repeated	Repeated_run-05	tangram_O	aKNy	206.19999980926514
sessid008	154	repeated	Repeated_run-05	tangram_F	4tPy	224.21599984169006
sessid008	154	repeated	Repeated_run-05	tangram_F	aKNy	224.19999980926514
sessid008	155	repeated	Repeated_run-05	tangram_I	4tPy	240.71599984169006
sessid008	155	repeated	Repeated_run-05	tangram_I	aKNy	240.69999980926514
sessid008	156	repeated	Repeated_run-05	tangram_AA	4tPy	258.7170000076294
sessid008	156	repeated	Repeated_run-05	tangram_AA	aKNy	258.6989998817444
sessid008	157	repeated	Repeated_run-05	tangram_P	4tPy	276.71599984169006
sessid008	157	repeated	Repeated_run-05	tangram_P	aKNy	276.6989998817444
sessid008	158	repeated	Repeated_run-05	tangram_E	4tPy	294.7170000076294
sessid008	158	repeated	Repeated_run-05	tangram_E	aKNy	294.6989998817444
sessid008	159	repeated	Repeated_run-05	tangram_N	4tPy	311.2170000076294
sessid008	159	repeated	Repeated_run-05	tangram_N	aKNy	311.1989998817444
sessid008	160	repeated	Repeated_run-05	tangram_Q	4tPy	324.7170000076294
sessid008	160	repeated	Repeated_run-05	tangram_Q	aKNy	324.6989998817444
sessid008	161	repeated	Repeated_run-05	tangram_AC	4tPy	339.7170000076294
sessid008	161	repeated	Repeated_run-05	tangram_AC	aKNy	339.6989998817444
sessid008	162	repeated	Repeated_run-06	tangram_H	4tPy	0.018000125885009766
sessid008	162	repeated	Repeated_run-06	tangram_H	aKNy	0
sessid008	163	repeated	Repeated_run-06	tangram_D	4tPy	56.94000005722046
sessid008	163	repeated	Repeated_run-06	tangram_D	aKNy	56.92799997329712
sessid008	164	repeated	Repeated_run-06	tangram_AJ	4tPy	73.4390001296997
sessid008	164	repeated	Repeated_run-06	tangram_AJ	aKNy	73.42799997329712
sessid008	165	repeated	Repeated_run-06	tangram_P	4tPy	95.9390001296997
sessid008	165	repeated	Repeated_run-06	tangram_P	aKNy	95.92700004577637
sessid008	166	repeated	Repeated_run-06	tangram_AA	4tPy	113.9390001296997
sessid008	166	repeated	Repeated_run-06	tangram_AA	aKNy	113.92799997329712
sessid008	167	repeated	Repeated_run-06	tangram_I	4tPy	131.94000005722046
sessid008	167	repeated	Repeated_run-06	tangram_I	aKNy	131.92799997329712
sessid008	168	repeated	Repeated_run-06	tangram_AC	4tPy	146.94000005722046
sessid008	168	repeated	Repeated_run-06	tangram_AC	aKNy	146.92799997329712
sessid008	169	repeated	Repeated_run-06	tangram_K	4tPy	161.9390001296997
sessid008	169	repeated	Repeated_run-06	tangram_K	aKNy	161.92799997329712
sessid008	170	repeated	Repeated_run-06	tangram_J	4tPy	179.94000005722046
sessid008	170	repeated	Repeated_run-06	tangram_J	aKNy	179.92799997329712
sessid008	171	repeated	Repeated_run-06	tangram_Q	4tPy	202.44000005722046
sessid008	171	repeated	Repeated_run-06	tangram_Q	aKNy	202.42799997329712
sessid008	172	repeated	Repeated_run-06	tangram_N	4tPy	221.9390001296997
sessid008	172	repeated	Repeated_run-06	tangram_N	aKNy	221.92700004577637
sessid008	173	repeated	Repeated_run-06	tangram_S	4tPy	236.9390001296997
sessid008	173	repeated	Repeated_run-06	tangram_S	aKNy	236.92700004577637
sessid008	174	repeated	Repeated_run-06	tangram_AE	4tPy	253.44000005722046
sessid008	174	repeated	Repeated_run-06	tangram_AE	aKNy	253.42700004577637
sessid008	175	repeated	Repeated_run-06	tangram_F	4tPy	268.4379999637604
sessid008	175	repeated	Repeated_run-06	tangram_F	aKNy	268.42700004577637
sessid008	176	repeated	Repeated_run-06	tangram_Y	4tPy	286.4390001296997
sessid008	176	repeated	Repeated_run-06	tangram_Y	aKNy	286.42700004577637
sessid008	177	repeated	Repeated_run-06	tangram_O	4tPy	302.94000005722046
sessid008	177	repeated	Repeated_run-06	tangram_O	aKNy	302.92700004577637
sessid008	178	repeated	Repeated_run-06	tangram_E	4tPy	316.44000005722046
sessid008	178	repeated	Repeated_run-06	tangram_E	aKNy	316.42700004577637
sessid008	179	repeated	Repeated_run-06	tangram_U	4tPy	338.9390001296997
sessid008	179	repeated	Repeated_run-06	tangram_U	aKNy	338.92700004577637
sessid008	180	repeated	PostTest	tangram_O	4tPy	0.012000083923339844
sessid008	180	repeated	PostTest	tangram_O	aKNy	0
sessid008	181	repeated	PostTest	tangram_P	4tPy	78.01900005340576
sessid008	181	repeated	PostTest	tangram_P	aKNy	77.97699999809265
sessid008	182	repeated	PostTest	tangram_I	4tPy	93.01399993896484
sessid008	182	repeated	PostTest	tangram_I	aKNy	92.97699999809265
sessid008	183	control	PostTest	tangram_M	4tPy	108.01099991798401
sessid008	183	control	PostTest	tangram_M	aKNy	107.97699999809265
sessid008	184	repeated	PostTest	tangram_AC	4tPy	139.51799988746643
sessid008	184	repeated	PostTest	tangram_AC	aKNy	139.4779999256134
sessid008	185	repeated	PostTest	tangram_F	4tPy	154.51600003242493
sessid008	185	repeated	PostTest	tangram_F	aKNy	154.4779999256134
sessid008	186	repeated	PostTest	tangram_U	4tPy	172.51399993896484
sessid008	186	repeated	PostTest	tangram_U	aKNy	172.4779999256134
sessid008	187	control	PostTest	tangram_L	4tPy	189.0130000114441
sessid008	187	control	PostTest	tangram_L	aKNy	188.9779999256134
sessid008	188	control	PostTest	tangram_AB	4tPy	216.01699995994568
sessid008	188	control	PostTest	tangram_AB	aKNy	215.9779999256134
sessid008	189	repeated	PostTest	tangram_E	4tPy	244.510999917984
sessid008	189	repeated	PostTest	tangram_E	aKNy	244.4779999256134
sessid008	190	repeated	PostTest	tangram_Y	4tPy	262.5130000114441
sessid008	190	repeated	PostTest	tangram_Y	aKNy	262.4779999256134
sessid008	191	repeated	PostTest	tangram_J	4tPy	279.0149998664856
sessid008	191	repeated	PostTest	tangram_J	aKNy	278.9779999256134
sessid008	192	repeated	PostTest	tangram_S	4tPy	300.01200008392334
sessid008	192	repeated	PostTest	tangram_S	aKNy	299.9779999256134
sessid008	193	control	PostTest	tangram_AH	4tPy	315.0149998664856
sessid008	193	control	PostTest	tangram_AH	aKNy	314.9779999256134
sessid008	194	control	PostTest	tangram_AF	4tPy	333.0169999599457
sessid008	194	control	PostTest	tangram_AF	aKNy	332.9779999256134
sessid008	195	control	PostTest	tangram_C	4tPy	358.50999999046326
sessid008	195	control	PostTest	tangram_C	aKNy	358.4779999256134
sessid008	196	control	PostTest	tangram_AD	4tPy	400.51799988746643
sessid008	196	control	PostTest	tangram_AD	aKNy	400.47699999809265
sessid008	197	repeated	PostTest	tangram_H	4tPy	430.5149998664856
sessid008	197	repeated	PostTest	tangram_H	aKNy	430.47699999809265
sessid008	198	control	PostTest	tangram_T	4tPy	447.00999999046326
sessid008	198	control	PostTest	tangram_T	aKNy	446.9779999256134
sessid008	199	control	PostTest	tangram_AG	4tPy	465.010999917984
sessid008	199	control	PostTest	tangram_AG	aKNy	464.9779999256134
sessid008	200	control	PostTest	tangram_V	4tPy	483.010999917984
sessid008	200	control	PostTest	tangram_V	aKNy	482.9779999256134
sessid008	201	repeated	PostTest	tangram_K	4tPy	525.0190000534058
sessid008	201	repeated	PostTest	tangram_K	aKNy	524.9779999256134
sessid008	202	repeated	PostTest	tangram_AA	4tPy	540.0149998664856
sessid008	202	repeated	PostTest	tangram_AA	aKNy	539.9779999256134
sessid008	203	repeated	PostTest	tangram_AJ	4tPy	558.0130000114441
sessid008	203	repeated	PostTest	tangram_AJ	aKNy	557.9779999256134
sessid008	204	control	PostTest	tangram_AI	4tPy	574.5149998664856
sessid008	204	control	PostTest	tangram_AI	aKNy	574.4790000915527
sessid008	205	control	PostTest	tangram_B	4tPy	600.0169999599457
sessid008	205	control	PostTest	tangram_B	aKNy	599.9779999256134
sessid008	206	control	PostTest	tangram_A	4tPy	810.0160000324249
sessid008	206	control	PostTest	tangram_A	aKNy	811.4790000915527
sessid008	207	repeated	PostTest	tangram_AE	4tPy	834.0120000839233
sessid008	207	repeated	PostTest	tangram_AE	aKNy	833.9790000915527
sessid008	208	control	PostTest	tangram_X	4tPy	850.5120000839233
sessid008	208	control	PostTest	tangram_X	aKNy	850.4790000915527
sessid008	209	repeated	PostTest	tangram_Q	4tPy	883.5160000324249
sessid008	209	repeated	PostTest	tangram_Q	aKNy	883.4790000915527
sessid008	210	control	PostTest	tangram_G	4tPy	898.510999917984
sessid008	210	control	PostTest	tangram_G	aKNy	898.4790000915527
sessid008	211	repeated	PostTest	tangram_D	4tPy	924.0160000324249
sessid008	211	repeated	PostTest	tangram_D	aKNy	923.9790000915527
sessid008	212	repeated	PostTest	tangram_N	4tPy	939.0169999599457
sessid008	212	repeated	PostTest	tangram_N	aKNy	938.9790000915527
sessid008	213	control	PostTest	tangram_W	4tPy	952.5120000839233
sessid008	213	control	PostTest	tangram_W	aKNy	952.4790000915527
sessid008	214	control	PostTest	tangram_R	4tPy	975.0149998664856
sessid008	214	control	PostTest	tangram_R	aKNy	974.9790000915527
sessid008	215	control	PostTest	tangram_Z	4tPy	991.5120000839233
sessid008	215	control	PostTest	tangram_Z	aKNy	991.4790000915527
sessid008	216	exposure	PostExposure	tangram_U	4tPy	0
sessid008	216	exposure	PostExposure	tangram_U	aKNy	-0.034999847412109375
sessid008	217	exposure	PostExposure	tangram_H	4tPy	78.95799994468689
sessid008	217	exposure	PostExposure	tangram_H	aKNy	78.90400004386902
sessid008	218	exposure	PostExposure	tangram_I	4tPy	86.44400000572205
sessid008	218	exposure	PostExposure	tangram_I	aKNy	86.40400004386902
sessid008	219	exposure	PostExposure	tangram_AC	4tPy	92.44200015068054
sessid008	219	exposure	PostExposure	tangram_AC	aKNy	92.40400004386902
sessid008	220	exposure	PostExposure	tangram_P	4tPy	99.9430000782013
sessid008	220	exposure	PostExposure	tangram_P	aKNy	99.90300011634827
sessid008	221	exposure	PostExposure	tangram_AF	4tPy	107.4430000782013
sessid008	221	exposure	PostExposure	tangram_AF	aKNy	107.40400004386902
sessid008	222	exposure	PostExposure	tangram_F	4tPy	113.44200015068054
sessid008	222	exposure	PostExposure	tangram_F	aKNy	113.40400004386902
sessid008	223	exposure	PostExposure	tangram_D	4tPy	120.94200015068054
sessid008	223	exposure	PostExposure	tangram_D	aKNy	120.90400004386902
sessid008	224	exposure	PostExposure	tangram_B	4tPy	128.4430000782013
sessid008	224	exposure	PostExposure	tangram_B	aKNy	128.40400004386902
sessid008	225	exposure	PostExposure	tangram_AA	4tPy	134.44200015068054
sessid008	225	exposure	PostExposure	tangram_AA	aKNy	134.40400004386902
sessid008	226	exposure	PostExposure	tangram_G	4tPy	141.94200015068054
sessid008	226	exposure	PostExposure	tangram_G	aKNy	141.90400004386902
sessid008	227	exposure	PostExposure	tangram_W	4tPy	149.44200015068054
sessid008	227	exposure	PostExposure	tangram_W	aKNy	149.40400004386902
sessid008	228	exposure	PostExposure	tangram_V	4tPy	155.44200015068054
sessid008	228	exposure	PostExposure	tangram_V	aKNy	155.40400004386902
sessid008	229	exposure	PostExposure	tangram_N	4tPy	162.9430000782013
sessid008	229	exposure	PostExposure	tangram_N	aKNy	162.90400004386902
sessid008	230	exposure	PostExposure	tangram_E	4tPy	170.44200015068054
sessid008	230	exposure	PostExposure	tangram_E	aKNy	170.40300011634827
sessid008	231	exposure	PostExposure	tangram_Y	4tPy	176.4409999847412
sessid008	231	exposure	PostExposure	tangram_Y	aKNy	176.40400004386902
sessid008	232	exposure	PostExposure	tangram_R	4tPy	183.94200015068054
sessid008	232	exposure	PostExposure	tangram_R	aKNy	183.90400004386902
sessid008	233	exposure	PostExposure	tangram_AD	4tPy	191.4409999847412
sessid008	233	exposure	PostExposure	tangram_AD	aKNy	191.40400004386902
sessid008	234	exposure	PostExposure	tangram_L	4tPy	197.4430000782013
sessid008	234	exposure	PostExposure	tangram_L	aKNy	197.40400004386902
sessid008	235	exposure	PostExposure	tangram_AJ	4tPy	204.94200015068054
sessid008	235	exposure	PostExposure	tangram_AJ	aKNy	204.90300011634827
sessid008	236	exposure	PostExposure	tangram_J	4tPy	212.4409999847412
sessid008	236	exposure	PostExposure	tangram_J	aKNy	212.40400004386902
sessid008	237	exposure	PostExposure	tangram_T	4tPy	218.44400000572205
sessid008	237	exposure	PostExposure	tangram_T	aKNy	218.40300011634827
sessid008	238	exposure	PostExposure	tangram_AB	4tPy	225.9430000782013
sessid008	238	exposure	PostExposure	tangram_AB	aKNy	225.90400004386902
sessid008	239	exposure	PostExposure	tangram_AH	4tPy	233.45700001716614
sessid008	239	exposure	PostExposure	tangram_AH	aKNy	233.40300011634827
sessid008	240	exposure	PostExposure	tangram_Q	4tPy	239.4430000782013
sessid008	240	exposure	PostExposure	tangram_Q	aKNy	239.40400004386902
sessid008	241	exposure	PostExposure	tangram_X	4tPy	246.94200015068054
sessid008	241	exposure	PostExposure	tangram_X	aKNy	246.90400004386902
sessid008	242	exposure	PostExposure	tangram_O	4tPy	254.4409999847412
sessid008	242	exposure	PostExposure	tangram_O	aKNy	254.40400004386902
sessid008	243	exposure	PostExposure	tangram_Z	4tPy	260.4409999847412
sessid008	243	exposure	PostExposure	tangram_Z	aKNy	260.404000043869
sessid008	244	exposure	PostExposure	tangram_AG	4tPy	267.94000005722046
sessid008	244	exposure	PostExposure	tangram_AG	aKNy	267.904000043869
sessid008	245	exposure	PostExposure	tangram_C	4tPy	275.4409999847412
sessid008	245	exposure	PostExposure	tangram_C	aKNy	275.404000043869
sessid008	246	exposure	PostExposure	tangram_AE	4tPy	281.4409999847412
sessid008	246	exposure	PostExposure	tangram_AE	aKNy	281.404000043869
sessid008	247	exposure	PostExposure	tangram_K	4tPy	288.94200015068054
sessid008	247	exposure	PostExposure	tangram_K	aKNy	288.904000043869
sessid008	248	exposure	PostExposure	tangram_S	4tPy	296.44400000572205
sessid008	248	exposure	PostExposure	tangram_S	aKNy	296.404000043869
sessid008	249	exposure	PostExposure	tangram_M	4tPy	302.4409999847412
sessid008	249	exposure	PostExposure	tangram_M	aKNy	302.404000043869
