filename	acq_time	operator	randstr
anat/sub-p011_T1w.nii.gz	2023-04-25T10:32:51.760000	n/a	e07165a2
func/sub-p011_task-PreExposure_run-01_bold.nii.gz	2023-04-25T10:48:14.617500	n/a	164c7a18
func/sub-p011_task-PreTest_run-01_bold.nii.gz	2023-04-25T10:54:38.995000	n/a	c6ab977e
func/sub-p011_task-PreTest_run-02_bold.nii.gz	2023-04-25T11:20:04.892500	n/a	ba1884a4
func/sub-p011_task-PreTest_run-03_bold.nii.gz	2023-04-25T11:45:45.262500	n/a	cc613d9b
func/sub-p011_task-Repeated_run-01_bold.nii.gz	2023-04-25T12:01:25.320000	n/a	43e52883
func/sub-p011_task-Repeated_run-02_bold.nii.gz	2023-04-25T12:22:43.787500	n/a	968fa4a9
func/sub-p011_task-Repeated_run-03_bold.nii.gz	2023-04-25T12:33:56.925000	n/a	8efe0aa8
func/sub-p011_task-Repeated_run-04_bold.nii.gz	2023-04-25T12:41:00.705000	n/a	3b8c66bf
func/sub-p011_task-Repeated_run-05_bold.nii.gz	2023-04-25T12:47:48.435000	n/a	9350e411
func/sub-p011_task-Repeated_run-06_bold.nii.gz	2023-04-25T12:53:38.967500	n/a	ceaed27f
func/sub-p011_task-PostTest_run-01_bold.nii.gz	2023-04-25T13:00:41.820000	n/a	3ef99307
func/sub-p011_task-PostExposure_run-01_bold.nii.gz	2023-04-25T13:16:25.340000	n/a	fc6289f2
fmap/sub-p011_dir-AP_epi.nii.gz	2023-04-25T13:21:24.377500	n/a	18b8ca2b
fmap/sub-p011_dir-PA_epi.nii.gz	2023-04-25T13:22:10.230000	n/a	d7436854
