,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_derivative1,trans_y_derivative1,trans_z_derivative1,rot_x_derivative1,rot_y_derivative1,rot_z_derivative1,trans_x_derivative1_power2,trans_y_derivative1_power2,trans_z_derivative1_power2,rot_x_derivative1_power2,rot_y_derivative1_power2,rot_z_derivative1_power2,trans_x_power2,trans_y_power2,trans_z_power2,rot_x_power2,rot_y_power2,rot_z_power2,global_signal,csf,white_matter
0,-0.012142,-0.107696,-0.0415048,0.000785124,0.000823189,0.0,-0.0010325999999999,0.0214892,-0.0053691,0.000621656,9.073700000000002e-05,0.000245948,1.0662627599999997e-06,0.00046178571664,2.8827234810000017e-05,3.864561823360001e-07,8.233203169000004e-09,6.0490418704e-08,0.000147428164,0.011598428416,0.00172264842304,6.16419695376e-07,6.77640129721e-07,0.0,694.5643480247683,485.9009961800115,503.57783551430737
1,-0.0131746,-0.0862068,-0.0468739,0.00140678,0.000913926,0.000245948,-0.0010325999999999,0.0214892,-0.0053691,0.000621656,9.073700000000002e-05,0.000245948,1.0662627599999997e-06,0.00046178571664,2.8827234810000017e-05,3.864561823360001e-07,8.233203169000004e-09,6.0490418704e-08,0.00017357008516,0.00743161236624,0.00219716250121,1.9790299684e-06,8.35260733476e-07,6.0490418704e-08,693.4005181525276,484.5645703732377,504.1598681156826
2,-0.0239559,-0.0230578,-0.0986052,0.0011369,0.0015903,0.000597312,-0.0107812999999999,0.063149,-0.0517313,-0.00026988,0.000676374,0.000351364,0.0001162364296899,0.003987796201,0.00267612739969,7.283521440000007e-08,4.57481787876e-07,1.23456660496e-07,0.0005738851448099,0.00053166214084,0.00972298546704,1.29254161e-06,2.52905409e-06,3.56781625344e-07,693.2039032818586,479.2304439094692,504.6168030458818
3,-0.0125277,-0.131755,-0.0539081,0.000324037,0.00122235,0.000152457,0.0114282,-0.1086972,0.0446971,-0.0008128629999999,-0.0003679499999999,-0.000444855,0.0001306037552399,0.01181508128784,0.00199783074841,6.607462567689999e-07,1.3538720249999993e-07,1.9789597102500009e-07,0.00015694326729,0.017359380025,0.00290608324561,1.04999977369e-07,1.4941395225000002e-06,2.3243136849e-08,692.6241141686884,483.3171475725894,503.8339254471608
4,-0.0149481,-0.035228,-0.0343924,0.000652859,0.000913951,2.42307e-06,-0.0024204,0.096527,0.0195157,0.000328822,-0.000308399,-0.00015003393,5.858336160000007e-06,0.009317461729,0.00038086254649,1.08123907684e-07,9.510994320100009e-08,2.251018015124489e-08,0.00022344569361,0.001241011984,0.0011828371777599,4.26224873881e-07,8.35306430401e-07,5.871268224900001e-12,692.0960425275392,480.7723838174993,503.1748832684274
5,-0.019026,-0.114627,-0.0718603,0.000701907,0.000824122,0.000145328,-0.0040779,-0.079399,-0.0374679,4.9048e-05,-8.982899999999993e-05,0.0001429049299999,1.6629268410000006e-05,0.0063042012009999,0.00140384353041,2.4057063039999994e-09,8.069249240999987e-09,2.0421819018304896e-08,0.000361988676,0.013139349129,0.00516390271609,4.92673436649e-07,6.79177070884e-07,2.1120227584e-08,693.2201183230031,484.1221043547191,503.198731237482
6,-0.0147147,-0.0250035,-0.0994194,0.000140712,0.00055475,5.86145e-05,0.0043113,0.0896235,-0.0275591,-0.000561195,-0.000269372,-8.671349999999999e-05,1.8587307690000005e-05,0.00803237175225,0.00075950399281,3.14939828025e-07,7.256127438400004e-08,7.519231082249998e-09,0.00021652239609,0.00062517501225,0.00988421709636,1.9799866944e-08,3.077475625000001e-07,3.43565961025e-09,694.55390536488,483.0103102400161,503.2801648214323
7,-0.0103436,-0.108324,-0.132568,0.00126748,0.000705829,5.67736e-05,0.0043711,-0.0833205,-0.0331485999999999,0.001126768,0.000151079,-1.840899999999998e-06,1.910651521000001e-05,0.00694230572025,0.0010988296819599,1.269606125824e-06,2.2824864241000012e-08,3.3889128099999924e-12,0.0001069900609599,0.011734088976,0.017574274624,1.6065055504000003e-06,4.981945772410001e-07,3.22324165696e-09,694.5820541110044,484.376686939066,503.30723582022034
8,-0.0107894,0.012315,-0.116717,9.79567e-05,0.000401128,-8.56232e-05,-0.0004457999999999,0.120639,0.0158509999999999,-0.0011695233,-0.000304701,-0.0001423968,1.987376399999997e-07,0.0145537683209999,0.0002512542009999,1.3677847492428902e-06,9.284269940100005e-08,2.0276848650240004e-08,0.0001164111523599,0.000151659225,0.013622858089,9.59551507489e-09,1.60903672384e-07,7.33133237824e-09,694.3790273307781,482.254421940977,503.52450233788113
9,-0.0073684099999999,-0.113584,-0.124721,0.000122762,0.000403438,-8.56232e-05,0.00342099,-0.125899,-0.0080039999999999,2.48053e-05,2.3099999999999965e-06,0.0,1.170317258010068e-05,0.015850558201,6.406401599999995e-05,6.153029080899997e-10,5.336099999999984e-12,0.0,5.429346592809853e-05,0.012901325056,0.015555327841,1.5070508644000002e-08,1.62762219844e-07,7.33133237824e-09,692.7472052555499,481.5482393780557,503.9235943010004
