filename	acq_time	operator	randstr
anat/sub-p012_T1w.nii.gz	2023-05-16T15:57:06.440000	n/a	77a9deb7
func/sub-p012_task-PreExposure_run-01_bold.nii.gz	2023-05-16T16:15:29.520000	n/a	2cf17fb7
func/sub-p012_task-PreTest_run-01_bold.nii.gz	2023-05-16T16:22:35.350000	n/a	68c19521
func/sub-p012_task-PreTest_run-02_bold.nii.gz	2023-05-16T16:48:33.887500	n/a	cdd95013
func/sub-p012_task-Repeated_run-01_bold.nii.gz	2023-05-16T16:55:29.922500	n/a	b60217c1
func/sub-p012_task-Repeated_run-02_bold.nii.gz	2023-05-16T17:06:29.480000	n/a	cad0880a
func/sub-p012_task-Repeated_run-03_bold.nii.gz	2023-05-16T17:13:20.455000	n/a	e6fcff3a
func/sub-p012_task-Repeated_run-04_bold.nii.gz	2023-05-16T17:20:07.307500	n/a	6e524898
func/sub-p012_task-Repeated_run-05_bold.nii.gz	2023-05-16T17:25:28.625000	n/a	14f49cc8
func/sub-p012_task-Repeated_run-06_bold.nii.gz	2023-05-16T17:30:35.540000	n/a	35e3bcb1
func/sub-p012_task-PostTest_run-01_bold.nii.gz	2023-05-16T17:36:02.722500	n/a	88e96bf9
func/sub-p012_task-PostExposure_run-01_bold.nii.gz	2023-05-16T17:50:33.070000	n/a	91617df9
fmap/sub-p012_dir-AP_epi.nii.gz	2023-05-16T17:55:40.642500	n/a	396a4aa1
fmap/sub-p012_dir-PA_epi.nii.gz	2023-05-16T17:56:19.705000	n/a	dec5b700
