filename	acq_time	operator	randstr
anat/sub-p008_T1w.nii.gz	2023-04-21T09:58:49	n/a	1462f0ee
func/sub-p008_task-PreExposure_run-01_bold.nii.gz	2023-04-21T10:02:38	n/a	3d11c871
func/sub-p008_task-PreTest_run-01_bold.nii.gz	2023-04-21T10:08:35	n/a	fa777063
func/sub-p008_task-Repeated_run-01_bold.nii.gz	2023-04-21T10:34:32	n/a	f7350dd4
func/sub-p008_task-Repeated_run-02_bold.nii.gz	2023-04-21T10:49:44	n/a	c8b1715e
func/sub-p008_task-Repeated_run-03_bold.nii.gz	2023-04-21T10:57:41	n/a	131376be
func/sub-p008_task-Repeated_run-04_bold.nii.gz	2023-04-21T11:03:58	n/a	330a5a6f
func/sub-p008_task-Repeated_run-05_bold.nii.gz	2023-04-21T11:10:32	n/a	0436fa29
func/sub-p008_task-Repeated_run-06_bold.nii.gz	2023-04-21T11:16:13	n/a	7c150b26
func/sub-p008_task-PostTest_run-01_bold.nii.gz	2023-04-21T11:22:23	n/a	ddb696cf
func/sub-p008_task-PostExposure_run-01_bold.nii.gz	2023-04-21T11:40:06	n/a	34e26c5e
fmap/sub-p008_dir-AP_epi.nii.gz	2023-04-21T11:45:17	n/a	b19d7fdd
fmap/sub-p008_dir-PA_epi.nii.gz	2023-04-21T11:46:29	n/a	37f17c58
