filename	acq_time	operator	randstr
anat/sub-s015_T1w.nii.gz	2023-05-18T16:55:04.865000	n/a	f0a4d248
func/sub-s015_task-PreExposure_run-01_bold.nii.gz	2023-05-18T17:06:31.927500	n/a	97c29142
func/sub-s015_task-PreTest_run-01_bold.nii.gz	2023-05-18T17:14:36.807500	n/a	778b0048
func/sub-s015_task-Repeated_run-01_bold.nii.gz	2023-05-18T17:40:51.205000	n/a	4893cfb7
func/sub-s015_task-Repeated_run-02_bold.nii.gz	2023-05-18T17:51:27.852500	n/a	bd2fe735
func/sub-s015_task-Repeated_run-03_bold.nii.gz	2023-05-18T18:00:44.875000	n/a	2361ccf3
func/sub-s015_task-Repeated_run-04_bold.nii.gz	2023-05-18T18:08:09.062500	n/a	27a94cd0
func/sub-s015_task-Repeated_run-05_bold.nii.gz	2023-05-18T18:13:54.220000	n/a	2901b4c4
func/sub-s015_task-Repeated_run-06_bold.nii.gz	2023-05-18T18:21:12.497500	n/a	f49480d4
func/sub-s015_task-PostTest_run-01_bold.nii.gz	2023-05-18T18:26:47.895000	n/a	159b431e
func/sub-s015_task-PostExposure_run-01_bold.nii.gz	2023-05-18T18:41:52.297500	n/a	a48e7171
fmap/sub-s015_dir-AP_epi.nii.gz	2023-05-18T18:46:45.742500	n/a	9a0e02d7
fmap/sub-s015_dir-PA_epi.nii.gz	2023-05-18T18:47:25.785000	n/a	0be56d6a
