filename	acq_time	operator	randstr
anat/sub-p019_T1w.nii.gz	2023-05-24T12:45:15.727500	n/a	6dfd53c1
func/sub-p019_task-PreExposure_run-01_bold.nii.gz	2023-05-24T12:58:39.557500	n/a	2617eda6
func/sub-p019_task-PreTest_run-01_bold.nii.gz	2023-05-24T13:07:45.152500	n/a	eb676bac
func/sub-p019_task-Repeated_run-01_bold.nii.gz	2023-05-24T13:37:51.755000	n/a	776b3d89
func/sub-p019_task-Repeated_run-02_bold.nii.gz	2023-05-24T13:50:23.237500	n/a	722bdbcd
func/sub-p019_task-Repeated_run-03_bold.nii.gz	2023-05-24T13:57:22.337500	n/a	8cb90241
func/sub-p019_task-Repeated_run-04_bold.nii.gz	2023-05-24T14:03:41.795000	n/a	aec1259f
func/sub-p019_task-Repeated_run-05_bold.nii.gz	2023-05-24T14:10:07.032500	n/a	73e7fd1b
func/sub-p019_task-Repeated_run-06_bold.nii.gz	2023-05-24T14:15:51.292500	n/a	c968ab60
func/sub-p019_task-PostTest_run-01_bold.nii.gz	2023-05-24T14:21:23.715000	n/a	01a052f7
func/sub-p019_task-PostExposure_run-01_bold.nii.gz	2023-05-24T14:37:02.515000	n/a	7cf03763
fmap/sub-p019_dir-AP_epi.nii.gz	2023-05-24T14:42:14.947500	n/a	23fe2579
fmap/sub-p019_dir-PA_epi.nii.gz	2023-05-24T14:43:02.920000	n/a	b4b06901
