filename	acq_time	operator	randstr
anat/sub-p022_T1w.nii.gz	2023-05-26T16:25:37.710000	n/a	a8b8a1d4
func/sub-p022_task-PreExposure_run-01_bold.nii.gz	2023-05-26T16:37:56.615000	n/a	33232a5a
func/sub-p022_task-PreTest_run-01_bold.nii.gz	2023-05-26T16:46:13.655000	n/a	b06a2ee9
func/sub-p022_task-Repeated_run-01_bold.nii.gz	2023-05-26T17:09:22.422500	n/a	f66b383d
func/sub-p022_task-Repeated_run-02_bold.nii.gz	2023-05-26T17:19:59.817500	n/a	7984a8b9
func/sub-p022_task-Repeated_run-03_bold.nii.gz	2023-05-26T17:26:58.455000	n/a	e5b82a35
func/sub-p022_task-Repeated_run-04_bold.nii.gz	2023-05-26T17:33:34.645000	n/a	a3eaea1e
func/sub-p022_task-Repeated_run-05_bold.nii.gz	2023-05-26T17:39:35.967500	n/a	e3a7d7ca
func/sub-p022_task-Repeated_run-06_bold.nii.gz	2023-05-26T17:45:59.645000	n/a	03926f5e
func/sub-p022_task-PostTest_run-01_bold.nii.gz	2023-05-26T17:51:24.045000	n/a	56bca69c
func/sub-p022_task-PostExposure_run-01_bold.nii.gz	2023-05-26T18:05:41.750000	n/a	e2e00449
fmap/sub-p022_dir-AP_epi.nii.gz	2023-05-26T18:10:20.842500	n/a	e6c7eebb
fmap/sub-p022_dir-PA_epi.nii.gz	2023-05-26T18:11:02.945000	n/a	e4b88dd2
