filename	acq_time	operator	randstr
anat/sub-p020_T1w.nii.gz	2023-05-26T10:07:47.720000	n/a	12563784
func/sub-p020_task-PreExposure_run-01_bold.nii.gz	2023-05-26T10:25:01.377500	n/a	ec20d1ef
func/sub-p020_task-PreTest_run-01_bold.nii.gz	2023-05-26T10:33:43.845000	n/a	801d0753
func/sub-p020_task-Repeated_run-01_bold.nii.gz	2023-05-26T11:03:10.242500	n/a	4520c200
func/sub-p020_task-Repeated_run-02_bold.nii.gz	2023-05-26T11:15:33.825000	n/a	60b44444
func/sub-p020_task-Repeated_run-03_bold.nii.gz	2023-05-26T11:27:15.625000	n/a	be69807d
func/sub-p020_task-Repeated_run-04_bold.nii.gz	2023-05-26T11:34:15.117500	n/a	38e23cab
func/sub-p020_task-Repeated_run-05_bold.nii.gz	2023-05-26T11:40:16.835000	n/a	e4e20034
func/sub-p020_task-Repeated_run-06_bold.nii.gz	2023-05-26T11:46:10.182500	n/a	093e3c1f
func/sub-p020_task-PostTest_run-01_bold.nii.gz	2023-05-26T11:52:27.310000	n/a	c7664eaf
func/sub-p020_task-PostExposure_run-01_bold.nii.gz	2023-05-26T12:06:33.725000	n/a	0b8634ca
fmap/sub-p020_dir-AP_epi.nii.gz	2023-05-26T12:11:36.282500	n/a	1d33cfac
fmap/sub-p020_dir-PA_epi.nii.gz	2023-05-26T12:12:19.567500	n/a	42f46860
