,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_derivative1,trans_y_derivative1,trans_z_derivative1,rot_x_derivative1,rot_y_derivative1,rot_z_derivative1,trans_x_derivative1_power2,trans_y_derivative1_power2,trans_z_derivative1_power2,rot_x_derivative1_power2,rot_y_derivative1_power2,rot_z_derivative1_power2,trans_x_power2,trans_y_power2,trans_z_power2,rot_x_power2,rot_y_power2,rot_z_power2,global_signal,csf,white_matter
0,-0.0329847,-0.0173438,-0.00529162,-0.00226482,0.000321557,-0.000347806,0.0077608999999999,-0.0578297,0.01598562,0.0004336599999999,-0.000321557,0.0001584289999999,6.023156880999996e-05,0.00334427420209,0.0002555400467844,1.880609955999998e-07,1.03398904249e-07,2.5099748040999997e-08,0.0010879904340899,0.0003008073984399,2.8001242224400004e-05,5.129409632399999e-06,1.03398904249e-07,1.2096901363599998e-07,698.5467275858748,526.9428522709295,479.9762049545534
1,-0.0252238,-0.0751735,0.010694,-0.00183116,-0.0,-0.000189377,0.0077608999999999,-0.0578297,0.01598562,0.0004336599999999,-0.000321557,0.0001584289999999,6.023156880999996e-05,0.00334427420209,0.0002555400467844,1.880609955999998e-07,1.03398904249e-07,2.5099748040999997e-08,0.00063624008644,0.00565105510225,0.000114361636,3.3531469456e-06,0.0,3.5863648129000004e-08,698.6654164773843,524.8941408034282,479.75985714472415
2,-0.0284343,0.0167549,0.0147068,-0.00252534,0.000158534,-0.000235033,-0.0032104999999999,0.0919284,0.0040128,-0.00069418,0.000158534,-4.5655999999999984e-05,1.0307310249999988e-05,0.00845083072656,1.610256384e-05,4.818858724e-07,2.5133029156e-08,2.0844703359999984e-09,0.0008085094164899,0.0002807266740099,0.00021628996624,6.3773421156e-06,2.5133029156e-08,5.5240511089e-08,698.5829132748319,522.2166868510731,479.3443685555313
3,-0.0315357,0.000184827,-0.0254629,-0.00122902,2.3259e-05,-0.000420175,-0.0031014,-0.016570073,-0.0401697,0.00129632,-0.000135275,-0.000185142,9.618681960000005e-06,0.0002745673192253,0.00161360479809,1.6804455424000004e-06,1.8299325625e-08,3.4277560164e-08,0.00099450037449,3.4161019929e-08,0.00064835927641,1.5104901604e-06,5.409810809999997e-10,1.7654703062500004e-07,699.0273722311455,523.9550410092734,479.4796129351533
4,-0.00858327,0.00478951,-0.0454021,0.00352806,0.000231399,-0.000655529,0.02295243,0.004604683,-0.0199392,0.00475708,0.00020814,-0.0002353539999999,0.0005268140429048,2.1203105530489e-05,0.00039757169664,2.2629810126400005e-05,4.33222596e-08,5.5391505315999976e-08,7.36725238929e-05,2.29394060401e-05,0.00206135068441,1.24472073636e-05,5.3545497201e-08,4.2971826984100004e-07,698.8669367163428,520.8188747792809,478.9292039480836
5,-0.00470902,-0.00976967,-0.0552747,-0.000926102,0.000446326,0.000605149,0.00387425,-0.01455918,-0.0098726,-0.004454162,0.0002149269999999,0.0012606779999999,1.50098130625e-05,0.0002119697222723,9.746823076000004e-05,1.9839559122244e-05,4.6193615329e-08,1.5893090196839996e-06,2.2174869360400005e-05,9.544645190889998e-05,0.00305529246009,8.57664914404e-07,1.99206898276e-07,3.662053122010001e-07,698.7195197197317,520.1194870714098,479.3725909653327
6,-0.00471668,0.0548326,-0.0623635,-4.35614e-05,0.000178488,0.0,-7.659999999999612e-06,0.06460227,-0.0070887999999999,0.0008825406,-0.0002678379999999,-0.000605149,5.867559999999405e-11,0.0041734532891529,5.025108543999999e-05,7.7887791064836e-07,7.173719424399998e-08,3.662053122010001e-07,2.22470702224e-05,0.00300661402276,0.00388920613225,1.89759556996e-09,3.1857966144000004e-08,0.0,699.9951816488239,520.3625708615193,480.4431166462989
7,-0.00481694,0.0185779,-0.0694109,0.000226615,-0.00032003,-0.000360966,-0.0001002599999999,-0.0362547,-0.0070473999999999,0.0002701764,-0.000498518,-0.000360966,1.0052067599999917e-08,0.00131440327209,4.966584675999993e-05,7.299528711696e-08,2.48520196324e-07,1.30296453156e-07,2.32029109636e-05,0.00034513836841,0.00481787303881,5.1354358225e-08,1.024192009e-07,1.30296453156e-07,701.2674450343784,522.9831875208106,481.3483936382432
8,0.0014808,0.0565746,-0.040199,0.00110198,-0.00067169,-8.83439e-05,0.00629774,0.0379967,0.0292119,0.000875365,-0.0003516599999999,0.0002726221,3.96615291076e-05,0.00144374921089,0.0008533351016099,7.66263883225e-07,1.2366475559999997e-07,7.432280940841e-08,2.19276864e-06,0.00320068536516,0.001615959601,1.2143599204e-06,4.5116745609999993e-07,7.80464466721e-09,700.3747829042221,525.2783544822472,480.8529535539371
9,-0.00478089,0.0229447,-0.0430308,0.000361195,0.000237633,0.0,-0.00626169,-0.0336299,-0.0028318,-0.000740785,0.000909323,8.83439e-05,3.92087616561e-05,0.00113097017401,8.019091240000014e-06,5.487624162250002e-07,8.268683183289999e-07,7.80464466721e-09,2.2856909192100004e-05,0.00052645925809,0.00185164974864,1.3046182802499997e-07,5.6469442689e-08,0.0,698.4709085829195,522.2873320740903,479.9041010172675
10,-0.00851439,0.0689679,-0.0453284,0.000666411,3.51999e-06,0.0,-0.0037335,0.0460232,-0.0022975999999999,0.000305216,-0.00023411301,0.0,1.393902225e-05,0.00211813493824,5.278965759999986e-06,9.315680665600005e-08,5.48089014512601e-08,0.0,7.24948370721e-05,0.0047565712304099,0.0020546638465599,4.44103620921e-07,1.23903296001e-11,0.0,698.0908052938636,525.9772605181432,479.6751719163343
11,-0.0160603,-0.0197405,-0.0367636,0.000166411,0.00015502,-0.000382562,-0.0075459099999999,-0.0887083999999999,0.0085647999999999,-0.0005,0.0001515000099999,-0.000382562,5.694075772809999e-05,0.0078691802305599,7.335579903999996e-05,2.5e-07,2.295225303000009e-08,1.46353683844e-07,0.00025793323609,0.00038968734025,0.00135156228496,2.7692620921e-08,2.40312004e-08,1.46353683844e-07,697.5492659284959,522.429264749425,478.84822651077735
12,-0.00691548,0.041472,-0.0201435,0.00103523,-0.000260307,-0.000279017,0.00914482,0.0612125,0.0166201,0.000868819,-0.0004153269999999,0.0001035449999999,8.362773283239999e-05,0.00374697015625,0.0002762277240099,7.548464547610001e-07,1.72496516929e-07,1.0721567024999996e-08,4.78238636304e-05,0.001719926784,0.00040576059225,1.0717011529e-06,6.775973424899999e-08,7.785048628900002e-08,698.1144163016515,521.4379838246325,478.8019871161475
13,-0.0190689,0.0872353,-0.0322234,-0.000371329,0.000145482,0.0,-0.01215342,0.0457633,-0.0120798999999999,-0.001406559,0.000405789,0.000279017,0.0001477056176964,0.00209427962689,0.0001459239840099,1.978408220481e-06,1.64664712521e-07,7.785048628900002e-08,0.0003636229472099,0.00760999756609,0.00103834750756,1.37885226241e-07,2.1165012324e-08,0.0,699.7702831886322,523.7137233497393,479.4074190029383
14,-0.0078300799999999,-0.0474162,-0.0342164,-0.000225696,0.000273598,0.0,0.01123882,-0.1346515,-0.001993,0.000145633,0.000128116,0.0,0.0001263110749924,0.01813102645225,3.972049000000007e-06,2.1208970689e-08,1.6413709456000002e-08,0.0,6.131015280639844e-05,0.00224829602244,0.00117076202896,5.0938684416e-08,7.485586560400002e-08,0.0,701.0543296408239,525.1987180490278,480.1743917876673
15,-0.00477736,0.0520366,-0.0452305,0.000216307,0.000183549,-0.000443345,0.0030527199999999,0.0994528,-0.0110140999999999,0.000442003,-9.0049e-05,-0.000443345,9.319099398399396e-06,0.00989085942784,0.0001213103988099,1.95366652009e-07,8.108822401000001e-09,1.96554789025e-07,2.2823168569599995e-05,0.00270780773956,0.00204579813025,4.6788718249e-08,3.3690235401e-08,1.96554789025e-07,701.4328202519159,525.2311506286857,480.33137894218737
