filename	acq_time	operator	randstr
anat/sub-s003_T1w.nii.gz	2023-04-15T12:54:59	n/a	d3530c20
func/sub-s003_task-PreExposure_run-01_bold.nii.gz	2023-04-15T13:01:13	n/a	0b84b3e6
func/sub-s003_task-PreTest_run-01_bold.nii.gz	2023-04-15T13:07:27	n/a	1809eebd
func/sub-s003_task-Repeated_run-01_bold.nii.gz	2023-04-15T13:29:59	n/a	9c6ed5cd
func/sub-s003_task-Repeated_run-02_bold.nii.gz	2023-04-15T13:38:33	n/a	bd106631
func/sub-s003_task-Repeated_run-03_bold.nii.gz	2023-04-15T13:46:07	n/a	39acf759
func/sub-s003_task-Repeated_run-04_bold.nii.gz	2023-04-15T13:52:19	n/a	86c3c3d1
func/sub-s003_task-Repeated_run-05_bold.nii.gz	2023-04-15T13:58:33	n/a	0f4cf569
func/sub-s003_task-Repeated_run-06_bold.nii.gz	2023-04-15T14:04:27	n/a	8687ed42
func/sub-s003_task-PostTest_run-01_bold.nii.gz	2023-04-15T14:10:19	n/a	a03a7b97
func/sub-s003_task-PostExposure_run-01_bold.nii.gz	2023-04-15T14:22:53	n/a	6c2cef08
fmap/sub-s003_dir-AP_epi.nii.gz	2023-04-15T14:27:47	n/a	1f9bbf48
fmap/sub-s003_dir-PA_epi.nii.gz	2023-04-15T14:28:39	n/a	604df0ee
