filename	acq_time	operator	randstr
anat/sub-s007_T1w.nii.gz	2023-04-20T14:36:29	n/a	aeba8c7d
func/sub-s007_task-PreExposure_run-01_bold.nii.gz	2023-04-20T14:39:47	n/a	fef852ce
func/sub-s007_task-PreTest_run-01_bold.nii.gz	2023-04-20T14:46:24	n/a	71e83484
func/sub-s007_task-Repeated_run-01_bold.nii.gz	2023-04-20T15:12:25	n/a	be91ecc3
func/sub-s007_task-Repeated_run-02_bold.nii.gz	2023-04-20T15:22:57	n/a	391b1d33
func/sub-s007_task-Repeated_run-03_bold.nii.gz	2023-04-20T15:30:48	n/a	a4b31444
func/sub-s007_task-Repeated_run-04_bold.nii.gz	2023-04-20T15:38:44	n/a	27063ac7
func/sub-s007_task-Repeated_run-05_bold.nii.gz	2023-04-20T15:46:29	n/a	093a94b6
func/sub-s007_task-Repeated_run-06_bold.nii.gz	2023-04-20T15:53:09	n/a	2411708b
func/sub-s007_task-PostTest_run-01_bold.nii.gz	2023-04-20T16:00:09	n/a	474ea6bd
func/sub-s007_task-PostExposure_run-01_bold.nii.gz	2023-04-20T16:13:44	n/a	6786cad1
fmap/sub-s007_dir-AP_epi.nii.gz	2023-04-20T16:18:31	n/a	289a1b80
fmap/sub-s007_dir-PA_epi.nii.gz	2023-04-20T16:19:14	n/a	e7ed3d44
