filename	acq_time	operator	randstr
anat/sub-p009_T1w.nii.gz	2023-04-21T18:09:12	n/a	cbe7d80a
func/sub-p009_task-PreExposure_run-01_bold.nii.gz	2023-04-21T18:19:09	n/a	2d201265
func/sub-p009_task-PreTest_run-01_bold.nii.gz	2023-04-21T18:25:53	n/a	9e1d45cd
func/sub-p009_task-Repeated_run-01_bold.nii.gz	2023-04-21T19:04:32	n/a	fd4393b0
func/sub-p009_task-Repeated_run-02_bold.nii.gz	2023-04-21T19:14:11	n/a	9e17c127
func/sub-p009_task-Repeated_run-03_bold.nii.gz	2023-04-21T19:21:16	n/a	94a4894e
func/sub-p009_task-Repeated_run-04_bold.nii.gz	2023-04-21T19:28:13	n/a	21ef7149
func/sub-p009_task-Repeated_run-05_bold.nii.gz	2023-04-21T19:34:16	n/a	913785af
func/sub-p009_task-Repeated_run-06_bold.nii.gz	2023-04-21T19:39:37	n/a	36c5635f
func/sub-p009_task-PostTest_run-01_bold.nii.gz	2023-04-21T19:45:21	n/a	4d5e6681
func/sub-p009_task-PostExposure_run-01_bold.nii.gz	2023-04-21T19:59:34	n/a	61bb61c0
fmap/sub-p009_dir-AP_epi.nii.gz	2023-04-21T20:04:35	n/a	3597afba
fmap/sub-p009_dir-PA_epi.nii.gz	2023-04-21T20:05:20	n/a	b0888cff
