filename	acq_time	operator	randstr
anat/sub-p004_T1w.nii.gz	2023-04-15T15:48:07	n/a	875bccec
func/sub-p004_task-PreExposure_run-01_bold.nii.gz	2023-04-15T15:53:40	n/a	6b3a4b6a
func/sub-p004_task-PreTest_run-01_bold.nii.gz	2023-04-15T16:00:09	n/a	afbeac13
func/sub-p004_task-Repeated_run-01_bold.nii.gz	2023-04-15T16:45:18	n/a	60e1568d
func/sub-p004_task-Repeated_run-02_bold.nii.gz	2023-04-15T17:04:42	n/a	4a77d29b
func/sub-p004_task-Repeated_run-03_bold.nii.gz	2023-04-15T17:14:21	n/a	a91cecd7
func/sub-p004_task-Repeated_run-04_bold.nii.gz	2023-04-15T17:21:48	n/a	d362fdaa
func/sub-p004_task-Repeated_run-05_bold.nii.gz	2023-04-15T17:28:08	n/a	3cc74c78
func/sub-p004_task-Repeated_run-06_bold.nii.gz	2023-04-15T17:34:25	n/a	abccfcbf
func/sub-p004_task-PostTest_run-01_bold.nii.gz	2023-04-15T17:40:20	n/a	88876804
func/sub-p004_task-PostExposure_run-01_bold.nii.gz	2023-04-15T17:54:37	n/a	06ab1fa9
fmap/sub-p004_dir-AP_epi.nii.gz	2023-04-15T17:59:57	n/a	9c32422e
fmap/sub-p004_dir-PA_epi.nii.gz	2023-04-15T18:00:51	n/a	c8cfdc2c
