filename	acq_time	operator	randstr
anat/sub-p021_T1w.nii.gz	2023-05-26T13:19:16.772500	n/a	fdfe99c7
func/sub-p021_task-PreExposure_run-01_bold.nii.gz	2023-05-26T13:30:54.495000	n/a	7e83e579
func/sub-p021_task-PreTest_run-01_bold.nii.gz	2023-05-26T13:40:14.050000	n/a	b854abd4
func/sub-p021_task-Repeated_run-01_bold.nii.gz	2023-05-26T14:04:47.285000	n/a	6832f37c
func/sub-p021_task-Repeated_run-02_bold.nii.gz	2023-05-26T14:13:58.542500	n/a	a2f6ec7d
func/sub-p021_task-Repeated_run-03_bold.nii.gz	2023-05-26T14:22:51.970000	n/a	612d170a
func/sub-p021_task-Repeated_run-04_bold.nii.gz	2023-05-26T14:33:13.237500	n/a	81bc1629
func/sub-p021_task-Repeated_run-05_bold.nii.gz	2023-05-26T14:39:45.827500	n/a	4f9ef620
func/sub-p021_task-Repeated_run-06_bold.nii.gz	2023-05-26T14:45:39.212500	n/a	92d1b024
func/sub-p021_task-PostTest_run-01_bold.nii.gz	2023-05-26T14:52:34.600000	n/a	56922395
func/sub-p021_task-PostExposure_run-01_bold.nii.gz	2023-05-26T15:20:27.892500	n/a	5d3f7dfe
fmap/sub-p021_dir-AP_epi.nii.gz	2023-05-26T15:25:32.232500	n/a	7057689e
fmap/sub-p021_dir-PA_epi.nii.gz	2023-05-26T15:26:11.537500	n/a	894edbe7
