filename	acq_time	operator	randstr
anat/sub-s019_T1w.nii.gz	2023-05-24T13:52:26.682500	n/a	f39c9baf
func/sub-s019_task-PreExposure_run-01_bold.nii.gz	2023-05-24T14:04:11.187500	n/a	0d41bee3
func/sub-s019_task-PreTest_run-01_bold.nii.gz	2023-05-24T14:13:17.260000	n/a	22fc659f
func/sub-s019_task-Repeated_run-01_bold.nii.gz	2023-05-24T14:43:23.525000	n/a	60ad559a
func/sub-s019_task-Repeated_run-02_bold.nii.gz	2023-05-24T14:55:54.322500	n/a	d64c17d7
func/sub-s019_task-Repeated_run-03_bold.nii.gz	2023-05-24T15:02:53.467500	n/a	241bcf23
func/sub-s019_task-Repeated_run-04_bold.nii.gz	2023-05-24T15:09:13.615000	n/a	747bcfbd
func/sub-s019_task-Repeated_run-05_bold.nii.gz	2023-05-24T15:15:38.540000	n/a	87ee159c
func/sub-s019_task-Repeated_run-06_bold.nii.gz	2023-05-24T15:21:23.057500	n/a	ecc31f77
func/sub-s019_task-PostTest_run-01_bold.nii.gz	2023-05-24T15:26:55.815000	n/a	179c2817
func/sub-s019_task-PostExposure_run-01_bold.nii.gz	2023-05-24T15:42:34.215000	n/a	27ad224d
fmap/sub-s019_dir-AP_epi.nii.gz	2023-05-24T15:47:40.865000	n/a	08d280ec
fmap/sub-s019_dir-PA_epi.nii.gz	2023-05-24T15:48:20.822500	n/a	78c7fa96
