filename	acq_time	operator	randstr
anat/sub-p005_T1w.nii.gz	2023-04-18T10:20:37	n/a	273d36a1
func/sub-p005_task-PreExposure_run-01_bold.nii.gz	2023-04-18T10:48:31	n/a	a835feda
func/sub-p005_task-PreTest_run-01_bold.nii.gz	2023-04-18T10:53:31	n/a	6afc22cd
func/sub-p005_task-Repeated_run-01_bold.nii.gz	2023-04-18T11:13:50	n/a	9bea660a
func/sub-p005_task-Repeated_run-02_bold.nii.gz	2023-04-18T11:21:05	n/a	3d97eeba
func/sub-p005_task-Repeated_run-03_bold.nii.gz	2023-04-18T11:27:06	n/a	0492732c
func/sub-p005_task-Repeated_run-04_bold.nii.gz	2023-04-18T11:33:19	n/a	93d7a23c
func/sub-p005_task-Repeated_run-05_bold.nii.gz	2023-04-18T11:38:32	n/a	d46a0983
func/sub-p005_task-Repeated_run-06_bold.nii.gz	2023-04-18T11:43:58	n/a	33b49e2c
func/sub-p005_task-PostTest_run-01_bold.nii.gz	2023-04-18T11:49:32	n/a	a99a6f4c
func/sub-p005_task-PostExposure_run-01_bold.nii.gz	2023-04-18T12:01:26	n/a	2b78b92d
fmap/sub-p005_dir-AP_epi.nii.gz	2023-04-18T12:06:28	n/a	529aa695
fmap/sub-p005_dir-PA_epi.nii.gz	2023-04-18T12:07:14	n/a	5b776b09
