filename	acq_time	operator	randstr
anat/sub-s014_T1w.nii.gz	2023-05-17T14:32:41.692500	n/a	6f190ee6
func/sub-s014_task-PreExposure_run-01_bold.nii.gz	2023-05-17T14:44:09.317500	n/a	bed54d35
func/sub-s014_task-PreTest_run-01_bold.nii.gz	2023-05-17T14:49:44.800000	n/a	627359c1
func/sub-s014_task-Repeated_run-01_bold.nii.gz	2023-05-17T15:10:29.702500	n/a	83393782
func/sub-s014_task-Repeated_run-02_bold.nii.gz	2023-05-17T15:19:07.512500	n/a	b053815d
func/sub-s014_task-Repeated_run-03_bold.nii.gz	2023-05-17T15:25:55.695000	n/a	f93e2b51
func/sub-s014_task-Repeated_run-04_bold.nii.gz	2023-05-17T15:33:02.452500	n/a	db3f47a8
func/sub-s014_task-Repeated_run-05_bold.nii.gz	2023-05-17T15:39:04.390000	n/a	deb6c964
func/sub-s014_task-Repeated_run-06_bold.nii.gz	2023-05-17T15:45:52.182500	n/a	bd2789ca
func/sub-s014_task-PostTest_run-01_bold.nii.gz	2023-05-17T15:51:41.095000	n/a	a764805e
func/sub-s014_task-PostExposure_run-01_bold.nii.gz	2023-05-17T16:06:50.835000	n/a	0b7b42a6
fmap/sub-s014_dir-AP_epi.nii.gz	2023-05-17T16:11:46.335000	n/a	06fc898a
fmap/sub-s014_dir-PA_epi.nii.gz	2023-05-17T16:12:26.132500	n/a	1a567fb4
