filename	acq_time	operator	randstr
anat/sub-s011_T1w.nii.gz	2023-04-25T11:39:17.800000	n/a	4bc6585e
func/sub-s011_task-PreExposure_run-01_bold.nii.gz	2023-04-25T11:53:12.220000	n/a	d6b3e213
func/sub-s011_task-PreTest_run-01_bold.nii.gz	2023-04-25T11:59:36.810000	n/a	32e7ff58
func/sub-s011_task-PreTest_run-02_bold.nii.gz	2023-04-25T12:25:02.590000	n/a	0f9129cb
func/sub-s011_task-PreTest_run-03_bold.nii.gz	2023-04-25T12:50:37.250000	n/a	f21988e1
func/sub-s011_task-Repeated_run-01_bold.nii.gz	2023-04-25T13:06:21.752500	n/a	748208fc
func/sub-s011_task-Repeated_run-02_bold.nii.gz	2023-04-25T13:27:41.865000	n/a	ed652380
func/sub-s011_task-Repeated_run-03_bold.nii.gz	2023-04-25T13:38:54.507500	n/a	8e8e454a
func/sub-s011_task-Repeated_run-04_bold.nii.gz	2023-04-25T13:45:58.620000	n/a	e510f98d
func/sub-s011_task-Repeated_run-05_bold.nii.gz	2023-04-25T13:52:47.012500	n/a	89f02f07
func/sub-s011_task-Repeated_run-06_bold.nii.gz	2023-04-25T13:58:37.390000	n/a	15134545
func/sub-s011_task-PostTest_run-01_bold.nii.gz	2023-04-25T14:05:40.357500	n/a	27efc34e
func/sub-s011_task-PostExposure_run-01_bold.nii.gz	2023-04-25T14:21:22.920000	n/a	6b7545ac
fmap/sub-s011_dir-AP_epi.nii.gz	2023-04-25T14:26:15.712500	n/a	6d88c733
fmap/sub-s011_dir-PA_epi.nii.gz	2023-04-25T14:26:57.757500	n/a	12e51485
