filename	acq_time	operator	randstr
anat/sub-s022_T1w.nii.gz	2023-05-26T17:31:56.380000	n/a	e179c1bc
func/sub-s022_task-PreExposure_run-01_bold.nii.gz	2023-05-26T17:42:59.162500	n/a	000d484d
func/sub-s022_task-PreTest_run-01_bold.nii.gz	2023-05-26T17:51:15.955000	n/a	fec5417f
func/sub-s022_task-Repeated_run-01_bold.nii.gz	2023-05-26T18:14:25.357500	n/a	a425ec05
func/sub-s022_task-Repeated_run-02_bold.nii.gz	2023-05-26T18:25:02.155000	n/a	4c589221
func/sub-s022_task-Repeated_run-03_bold.nii.gz	2023-05-26T18:32:00.085000	n/a	bd2b08a9
func/sub-s022_task-Repeated_run-04_bold.nii.gz	2023-05-26T18:38:37.217500	n/a	f6b42010
func/sub-s022_task-Repeated_run-05_bold.nii.gz	2023-05-26T18:44:38.357500	n/a	2fadd787
func/sub-s022_task-Repeated_run-06_bold.nii.gz	2023-05-26T18:51:02.497500	n/a	93621ffa
func/sub-s022_task-PostTest_run-01_bold.nii.gz	2023-05-26T18:56:26.557500	n/a	cf153837
func/sub-s022_task-PostExposure_run-01_bold.nii.gz	2023-05-26T19:10:44.932500	n/a	86a5c2c0
fmap/sub-s022_dir-AP_epi.nii.gz	2023-05-26T19:15:34.425000	n/a	20650212
fmap/sub-s022_dir-PA_epi.nii.gz	2023-05-26T19:16:14.842500	n/a	9eb730af
