filename	acq_time	operator	randstr
anat/sub-s017_T1w.nii.gz	2023-05-22T13:55:31.420000	n/a	32b9899d
func/sub-s017_task-PreExposure_run-01_bold.nii.gz	2023-05-22T14:07:40.840000	n/a	37cc0374
func/sub-s017_task-PreTest_run-01_bold.nii.gz	2023-05-22T14:15:34.860000	n/a	0d5de574
func/sub-s017_task-Repeated_run-01_bold.nii.gz	2023-05-22T14:42:02.587500	n/a	eb51d222
func/sub-s017_task-Repeated_run-02_bold.nii.gz	2023-05-22T14:51:25.105000	n/a	b9ec60e5
func/sub-s017_task-Repeated_run-03_bold.nii.gz	2023-05-22T14:58:05.737500	n/a	82991e25
func/sub-s017_task-Repeated_run-04_bold.nii.gz	2023-05-22T15:05:05.495000	n/a	0deb7663
func/sub-s017_task-Repeated_run-05_bold.nii.gz	2023-05-22T15:10:53.410000	n/a	713ee651
func/sub-s017_task-Repeated_run-06_bold.nii.gz	2023-05-22T15:16:22.642500	n/a	5ce4bea6
func/sub-s017_task-PostTest_run-01_bold.nii.gz	2023-05-22T15:22:18.772500	n/a	b04bdd8a
func/sub-s017_task-PostExposure_run-01_bold.nii.gz	2023-05-22T15:36:39.660000	n/a	98460eb2
fmap/sub-s017_dir-AP_epi.nii.gz	2023-05-22T15:41:40.535000	n/a	8b243f35
fmap/sub-s017_dir-PA_epi.nii.gz	2023-05-22T15:42:21.342500	n/a	59a94ed3
