filename	acq_time	operator	randstr
anat/sub-s009_T1w.nii.gz	2023-04-21T19:13:12.815000	n/a	8db26450
func/sub-s009_task-PreExposure_run-01_bold.nii.gz	2023-04-21T19:24:20.837500	n/a	15b2a769
func/sub-s009_task-PreTest_run-01_bold.nii.gz	2023-04-21T19:31:49.242500	n/a	d6ccaa16
func/sub-s009_task-Repeated_run-01_bold.nii.gz	2023-04-21T20:10:27.917500	n/a	409923d8
func/sub-s009_task-Repeated_run-02_bold.nii.gz	2023-04-21T20:20:07.640000	n/a	16914fd2
func/sub-s009_task-Repeated_run-03_bold.nii.gz	2023-04-21T20:27:11.900000	n/a	d9728db2
func/sub-s009_task-Repeated_run-04_bold.nii.gz	2023-04-21T20:34:09.190000	n/a	a94940db
func/sub-s009_task-Repeated_run-05_bold.nii.gz	2023-04-21T20:40:11.225000	n/a	840a1ef4
func/sub-s009_task-Repeated_run-06_bold.nii.gz	2023-04-21T20:45:32.807500	n/a	b6fceefa
func/sub-s009_task-PostTest_run-01_bold.nii.gz	2023-04-21T20:51:16.247500	n/a	fe571e87
func/sub-s009_task-PostExposure_run-01_bold.nii.gz	2023-04-21T21:05:41.952500	n/a	2800be8d
fmap/sub-s009_dir-AP_epi.nii.gz	2023-04-21T21:10:38.602500	n/a	30bba77f
fmap/sub-s009_dir-PA_epi.nii.gz	2023-04-21T21:11:19.502500	n/a	7be9c387
