filename	acq_time	operator	randstr
anat/sub-p017_T1w.nii.gz	2023-05-22T12:48:15.740000	n/a	9a691ead
func/sub-p017_task-PreExposure_run-01_bold.nii.gz	2023-05-22T13:02:09.062500	n/a	83fda25d
func/sub-p017_task-PreTest_run-01_bold.nii.gz	2023-05-22T13:10:03.710000	n/a	a0371838
func/sub-p017_task-Repeated_run-01_bold.nii.gz	2023-05-22T13:36:31.632500	n/a	14f9d405
func/sub-p017_task-Repeated_run-02_bold.nii.gz	2023-05-22T13:45:54.192500	n/a	23c75a36
func/sub-p017_task-Repeated_run-03_bold.nii.gz	2023-05-22T13:52:34.805000	n/a	4bc0d251
func/sub-p017_task-Repeated_run-04_bold.nii.gz	2023-05-22T13:59:34.217500	n/a	167dee74
func/sub-p017_task-Repeated_run-05_bold.nii.gz	2023-05-22T14:05:22.872500	n/a	2103f008
func/sub-p017_task-Repeated_run-06_bold.nii.gz	2023-05-22T14:10:51.175000	n/a	53d075a5
func/sub-p017_task-PostTest_run-01_bold.nii.gz	2023-05-22T14:16:47.990000	n/a	5c3f0843
func/sub-p017_task-PostExposure_run-01_bold.nii.gz	2023-05-22T14:31:08.957500	n/a	2828f68d
fmap/sub-p017_dir-AP_epi.nii.gz	2023-05-22T14:36:45.120000	n/a	88eb93ca
fmap/sub-p017_dir-PA_epi.nii.gz	2023-05-22T14:37:26.957500	n/a	05239b19
