filename	acq_time	operator	randstr
anat/sub-p018_T1w.nii.gz	2023-05-24T09:45:39.747500	n/a	bcc3771b
func/sub-p018_task-PreExposure_run-01_bold.nii.gz	2023-05-24T09:59:35.127500	n/a	7f98b2aa
func/sub-p018_task-PreTest_run-01_bold.nii.gz	2023-05-24T10:08:39.575000	n/a	a600b1cd
func/sub-p018_task-Repeated_run-01_bold.nii.gz	2023-05-24T10:31:26.907500	n/a	8e38532d
func/sub-p018_task-Repeated_run-02_bold.nii.gz	2023-05-24T10:38:44.767500	n/a	67490fe1
func/sub-p018_task-Repeated_run-03_bold.nii.gz	2023-05-24T10:45:39.072500	n/a	a3d65745
func/sub-p018_task-Repeated_run-04_bold.nii.gz	2023-05-24T10:51:50.575000	n/a	63e29ebe
func/sub-p018_task-Repeated_run-05_bold.nii.gz	2023-05-24T10:57:07.715000	n/a	498b4fbc
func/sub-p018_task-Repeated_run-06_bold.nii.gz	2023-05-24T11:02:30.922500	n/a	ef7a089f
func/sub-p018_task-PostTest_run-01_bold.nii.gz	2023-05-24T11:08:02.335000	n/a	848ae895
func/sub-p018_task-PostExposure_run-01_bold.nii.gz	2023-05-24T11:21:38.027500	n/a	364616b2
fmap/sub-p018_dir-AP_epi.nii.gz	2023-05-24T11:26:35.257500	n/a	a967e503
fmap/sub-p018_dir-PA_epi.nii.gz	2023-05-24T11:27:28.022500	n/a	848fb1e4
