filename	acq_time	operator	randstr
anat/sub-s016_T1w.nii.gz	2023-05-19T11:40:43.230000	n/a	ad20f38c
func/sub-s016_task-PreExposure_run-01_bold.nii.gz	2023-05-19T11:56:32.242500	n/a	4a9dcf59
func/sub-s016_task-PreTest_run-01_bold.nii.gz	2023-05-19T12:04:36.295000	n/a	5c83f4d9
func/sub-s016_task-Repeated_run-01_bold.nii.gz	2023-05-19T12:31:25.937500	n/a	899378ed
func/sub-s016_task-Repeated_run-02_bold.nii.gz	2023-05-19T12:38:28.400000	n/a	6f81e506
func/sub-s016_task-Repeated_run-03_bold.nii.gz	2023-05-19T12:44:02.915000	n/a	6ddc3363
func/sub-s016_task-Repeated_run-04_bold.nii.gz	2023-05-19T12:49:40.410000	n/a	7e1b5d2b
func/sub-s016_task-Repeated_run-05_bold.nii.gz	2023-05-19T12:55:42	n/a	92b8b1eb
func/sub-s016_task-Repeated_run-06_bold.nii.gz	2023-05-19T13:02:19.637500	n/a	9c8291df
func/sub-s016_task-PostTest_run-01_bold.nii.gz	2023-05-19T13:08:12.655000	n/a	6afa56d6
func/sub-s016_task-PostExposure_run-01_bold.nii.gz	2023-05-19T13:20:04.810000	n/a	2ee9e58a
fmap/sub-s016_dir-AP_epi.nii.gz	2023-05-19T13:24:50.977500	n/a	c8f99112
fmap/sub-s016_dir-PA_epi.nii.gz	2023-05-19T13:25:29.812500	n/a	6c0ae1fe
