_id,name,timeoutType,timeoutInSeconds,timeoutStrategy,timeoutBots,extendCount,createdAt,archivedAt
Yi9XcJrHPjK5PJTQz,lobby_config,lobby,300,fail,,,2023-03-30T17:01:07Z,
